0,1,2,3
2552_train,Sports in brief: Locked-out NHL players look for work,"NHL players began scattering across the globe Thursday in search of work on Day 1 of the lockout, with no negotiations scheduled between union and management.",Sports
2553_train,Detroit ''Royalty'' Helped Establish Ryder (AP),"AP - When Oakland Hills was selected as the site of the 35th Ryder Cup matches, the PGA of America chose more than one of America''s golfing jewels. They selected the one-time home of the man who helped usher the competition into its present-day prominence.",Sports
2554_train,"River Hawks beat the clock, Pace","Tammy Haulcy drilled a 3-pointer at the buzzer, lifting UMass-Lowell to a 68-65 victory over Pace last night at Costello Gym in the River Hawks'' Northeast-10 Conference opener. UMass-Lowell (2-0) sank eight 3-pointers in all, including four by Mariette Guillaume, who was one of three River Hawks in double figures. Sacha Simms led the way with 15 points, and Enjoli ...",Sports
2555_train,Athens Track Set for Sizzling Men''s 100 (AP),"AP - The preliminaries in the 100 meters were perhaps just a sample of what''s to come Sunday, when a talented group of qualifiers  #151; including Americans Shawn Crawford, Justin Gatlin and defending champion Maurice Greene  #151; will try to turn their competition into the fastest show at the Athens Games.",Sports
2556_train,Cole fears backlash from his old mates,FULHAM #39;S United old boy Andy Cole fears his former team are poised to leave their critics red-faced. The Reds haven #39;t lost in the Premiership since defeat at Portsmouth six matches ago when they were being written off in the title race.,Sports
2557_train,Els Takes Care of Drummond at Wentworth," VIRGINIA WATER, England (Reuters) - Defending champion  Ernie Els completed a 2-and-1 victory over Briton Scott  Drummond when the rain-delayed World Match Play Championship  first round resumed at Wentworth Friday.",Sports
2558_train,"Men''s Basketball: Argentina Beats Italy, Takes Gold"," ATHENS (Reuters) - Argentina beat Italy 84-69 to win the  men''s Olympic basketball gold Saturday, the country''s first  medal in the sport.",Sports
2559_train,Ex-NFL Receiver Mark Ingram Jailed (AP),"AP - Former Michigan State star and NFL wide receiver Mark Ingram, a key to the New York Giants'' 1991 Super Bowl victory, has been sentenced to one year in jail for stealing a credit card at a Michigan golf course.",Sports
2560_train,"JOE FACES TOUGH CALLS ON JASON, ESTEBAN","Yankee manager Joe Torre has some tough decisions upcoming, starting with whether to use Jason Giambi against Toronto left-hander Ted Lilly tonight.",Sports
2561_train,Minn. to Play in Music City Bowl in Tenn. (AP),"AP - Minnesota will play in the Music City Bowl on Dec. 31, the Golden Gophers'' third straight postseason appearance.",Sports
2562_train,Surprise Starter Stars,"Freshman Chad Henne, not Matt Gutierrez, leads No. 8-ranked Michigan to a 43-10 triumph over Miami (Ohio) with two touchdowns passes on Saturday.",Sports
2563_train,Pennington to Start,Jets quarterback Chad Pennington will start Sunday''s game against the Houston Texans after sitting out the last three contests with a strained right rotator cuff.,Sports
2564_train,Sprinter Earle Connor suspended from Paralympic team pending CCES &lt;b&gt;...&lt;/b&gt;,ATHENS (CP) - Canadian sprinter Earle Connor has been suspended from the Canadian Paralympic team pending the final review of his positive drug test by the Canadian Centre for Ethics in Sport.,Sports
2565_train,He Won #39;t Coach Mississippi; Saban Talks to Dolphins,"San Francisco 49ers Coach Dennis Erickson withdrew his name from consideration yesterday for the head coaching vacancy at the University of Mississippi, the day after interviewing for the job.",Sports
2566_train,More Pain In Spain,"Spains midweek international friendly victory over England was marred by some disgraceful scenes of racism directed at Englands black players, but further sad events which have been so far largely unreported occurred in Madrid on Wednesday evening.",Sports
2567_train,Rangers Fans Unhappy With O #39;Neill,Rangers fans have reacted angrily to suggestions from the Celtic manager Martin ONeill that his midfielder Neil Lennon was the victim of sectarian and racial abuse during the Old Firm game at the weekend.,Sports
2568_train,Rutgers stumbles past Owls,"PISCATAWAY, N.J. -- Jeremy Ito kicked three field goals and Ryan Hart threw a late touchdown pass to help Rutgers hold off Temple, 16-6, in an error-filled game yesterday.",Sports
2569_train,"NBA-Suns Scorch Trail Blazers, Kings Beat Celtics"," NEW YORK (Reuters) - Quentin Richardson poured in 37  points, including eight three-pointers, and Shawn Marion added  16 points and 12 rebounds to lead the Phoenix Suns to a 121-99  thrashing of the host Portland Trail Blazers Sunday.",Sports
2570_train,Frank-ly speaking: Nets sign head coach to extension,"East Rutherford, NJ (Sports Network) - The New Jersey Nets have signed head coach Lawrence Frank to a multi-year contract extension.",Sports
2571_train,Canas hammers Novak to reach final,"SHANGHAI, China -- Argentina #39;s Guillermo Canas overpowered Jiri Novak in straight sets to book his place in the final of the Shanghai Open.",Sports
2572_train,Seahawks Stuff Packers,"Fourth-string quarterback Seneca Wallace led Seattle on two touchdown drives as the Seahawks defeated the Packers, 21-3, on Monday night.",Sports
2573_train,Levi grabs early lead in Maryland,"Hunt Valley, MD (Sports Network) - Wayne Levi matched the course record of eight-under-par 64 on Friday to take a one stroke lead after the opening round of the Constellation Energy Classic.",Sports
2574_train,Heroics of Ryder Cup inspire Stenson to victory,"Having lost four of the last five Ryder Cups, an even bigger worry for American golf should be that they have lost the last three Walker Cups.",Sports
2575_train,Jamaica #39;s Fuller joins Portsmouth,"LONDON, Aug 20 (Reuters) - Jamaica striker Ricardo Fuller has joined Portsmouth from Preston North End on a two-year contract, the Premier League club said on Friday. ",Sports
2576_train,SPORTSTICKER MLS PREVIEW (SAN JOSE-DALLAS),"SOUTHLAKE, Texas (Ticker) -- The battle for the final playoff spot in the Western Conference comes down to 90 minutes of action as the Dallas Burn host the San Jose Earthquakes on Saturday night.",Sports
2577_train,"Notebook: OSullivan impressive in preseason, Europe","In more than two seasons with the New Orleans Saints, JT OSullivan never took a snap in a regular-season game. But during the preseason and in NFL Europe, OSullivans play caught the eyes and turned the heads of several NFL coaches.",Sports
2578_train,Bellhorn poised to make his return,"The Red Sox may get some urgent relief from their injury crisis as early as tomorrow with the return of Mark Bellhorn . The second baseman, whose left thumb was fractured Aug. 1 by a 94-mile-an-hour fastball from Minnesota closer Joe Nathan , recovered faster than expected and reported to Triple A Pawtucket last night for a rehabilitation assignment.",Sports
2579_train,Prosecutor to drop rape charge against Kobe Bryant,"Prosecutors in the Kobe Bryant rape case will ask a judge on Wednesday to drop the rape charge against the basketball player, a source close to the case said.",Sports
2580_train,Three''s The Charm?,Tom Lehma''s 5-under 67 on Saturday leaves him tied for the Funai Classic lead as he gets a third chance in as many weeks to end a five-year winning drought.,Sports
2581_train,Solanki enjoys Bulawayo surface,Vikram Solanki praised the quality of the wicket at the Queen #39;s Sports Club after his match-winning century against Zimbabwe in Bulawayo on Saturday.,Sports
2582_train,Bullpen moves could sway Twins-Yanks,"One thing to remember about the playoffs is that it isn #39;t always the best team that wins, but the team that plays the best in October.",Sports
2583_train,Robertson confirmed as Hearts manager,John Robertson has this morning been confirmed as the new Hearts manager. Mr Robertson #39;s arrival follows several days of negotiation with Inverness Caly Thistle over a compensation package for the Highland club.,Sports
2584_train,Not enough lift for Hamman,"Shane Hamman proved once again last night that he''s the strongest man in America, adding to his legacy by breaking two of his US records.",Sports
2585_train,Chelsea top after Palace hold Arsenal,Chelsea have gone two points clear at the top of the Premier League after they beat Everton 1-0 and struggling champions Arsenal were held to a surprise 1-1 draw by promoted Crystal Palace.,Sports
2586_train,Steelers'' Burress to Miss Game With Jets (AP),"AP - Pittsburgh Steelers wide receiver Plaxico Burress was ruled out of Sunday''s game against the Jets after missing practice with a sore hamstring Thursday, a day after he felt confident he was close to returning.",Sports
2587_train,Washington Mayor to Push Change in Baseball Bill," WASHINGTON (Reuters) - Washington, D.C., Mayor Anthony  Williams will try to get financing for a Major League Baseball  stadium back on the city council agenda next week after the  council added a deal-breaking provision to the original bill,  the mayor''s spokesman said on Thursday.",Sports
2588_train,Clemens in Game 7 -- perfect,"ST. LOUIS -- This was the kind of deflating loss that would send some teams -- the Cubs come to mind -- into the fetal position. Twelve grueling innings, a booming walkoff two-run homer and 52,144 people screaming loud enough to make your ears ring.",Sports
